,index,date,time,open,high,low,close,id
62082,BANKNIFTY,20130731,13:00,9921.5,9933.65,9921.5,9933.65,2013JULYBNF.txt
62142,BANKNIFTY,20130731,14:00,9985.8,9985.8,9967.0,9967.0,2013JULYBNF.txt
62202,BANKNIFTY,20130731,15:00,9948.5,9950.9,9945.9,9947.2,2013JULYBNF.txt
62232,BANKNIFTY,20130731,15:30,10000.05,10002.5,9982.05,9982.05,2013JULYBNF.txt
62233,BANKNIFTY,20130603,09:16,12467.5,12487.2,12465.6,12465.6,2013JUNEBNF.txt
62277,BANKNIFTY,20130603,10:00,12444.0,12445.1,12443.05,12445.1,2013JUNEBNF.txt
62337,BANKNIFTY,20130603,11:00,12387.35,12388.65,12385.85,12388.65,2013JUNEBNF.txt
62397,BANKNIFTY,20130603,12:00,12419.75,12422.6,12417.05,12418.55,2013JUNEBNF.txt
62457,BANKNIFTY,20130603,13:00,12376.4,12384.25,12376.4,12384.25,2013JUNEBNF.txt
62517,BANKNIFTY,20130603,14:00,12352.25,12355.75,12351.35,12355.1,2013JUNEBNF.txt
62577,BANKNIFTY,20130603,15:00,12423.8,12434.0,12418.9,12429.2,2013JUNEBNF.txt
62607,BANKNIFTY,20130603,15:30,12390.75,12397.5,12388.85,12388.85,2013JUNEBNF.txt
62608,BANKNIFTY,20130604,09:16,12391.0,12439.9,12391.0,12439.9,2013JUNEBNF.txt
62652,BANKNIFTY,20130604,10:00,12477.05,12478.5,12474.5,12477.9,2013JUNEBNF.txt
62712,BANKNIFTY,20130604,11:00,12441.8,12448.65,12441.35,12448.65,2013JUNEBNF.txt
62772,BANKNIFTY,20130604,12:00,12481.8,12485.45,12481.8,12483.6,2013JUNEBNF.txt
62832,BANKNIFTY,20130604,13:00,12444.15,12444.15,12433.0,12434.9,2013JUNEBNF.txt
62892,BANKNIFTY,20130604,14:00,12425.2,12427.2,12424.6,12427.2,2013JUNEBNF.txt
62952,BANKNIFTY,20130604,15:00,12284.6,12291.15,12282.0,12282.0,2013JUNEBNF.txt
62982,BANKNIFTY,20130604,15:30,12272.65,12277.85,12264.85,12277.85,2013JUNEBNF.txt
62983,BANKNIFTY,20130605,09:16,12251.15,12251.15,12240.15,12240.15,2013JUNEBNF.txt
63027,BANKNIFTY,20130605,10:00,12262.5,12274.35,12262.0,12273.4,2013JUNEBNF.txt
63087,BANKNIFTY,20130605,11:00,12297.15,12310.8,12297.15,12304.65,2013JUNEBNF.txt
63147,BANKNIFTY,20130605,12:00,12237.6,12241.55,12236.25,12241.55,2013JUNEBNF.txt
63207,BANKNIFTY,20130605,13:00,12289.5,12301.2,12286.4,12288.7,2013JUNEBNF.txt
63267,BANKNIFTY,20130605,14:00,12269.75,12275.95,12269.75,12275.95,2013JUNEBNF.txt
63327,BANKNIFTY,20130605,15:00,12285.25,12285.25,12281.15,12284.05,2013JUNEBNF.txt
63357,BANKNIFTY,20130605,15:30,12291.95,12305.6,12291.95,12305.6,2013JUNEBNF.txt
63358,BANKNIFTY,20130606,09:16,12225.65,12225.65,12212.75,12215.45,2013JUNEBNF.txt
63402,BANKNIFTY,20130606,10:00,12223.35,12226.2,12217.7,12217.7,2013JUNEBNF.txt
63462,BANKNIFTY,20130606,11:00,12243.6,12243.6,12238.85,12241.5,2013JUNEBNF.txt
63522,BANKNIFTY,20130606,12:00,12253.5,12259.4,12251.85,12258.6,2013JUNEBNF.txt
63582,BANKNIFTY,20130606,13:00,12350.65,12350.65,12347.05,12347.15,2013JUNEBNF.txt
63642,BANKNIFTY,20130606,14:00,12323.25,12324.5,12319.15,12324.4,2013JUNEBNF.txt
63702,BANKNIFTY,20130606,15:00,12430.0,12430.0,12426.65,12428.4,2013JUNEBNF.txt
63732,BANKNIFTY,20130606,15:30,12399.3,12401.1,12396.25,12400.9,2013JUNEBNF.txt
63733,BANKNIFTY,20130607,09:16,12354.1,12354.1,12340.05,12340.3,2013JUNEBNF.txt
63777,BANKNIFTY,20130607,10:00,12362.0,12366.95,12360.85,12366.95,2013JUNEBNF.txt
63837,BANKNIFTY,20130607,11:00,12401.1,12406.05,12401.1,12404.25,2013JUNEBNF.txt
63897,BANKNIFTY,20130607,12:00,12451.2,12451.2,12442.85,12443.5,2013JUNEBNF.txt
63957,BANKNIFTY,20130607,13:00,12399.15,12401.35,12393.2,12393.2,2013JUNEBNF.txt
64017,BANKNIFTY,20130607,14:00,12343.85,12345.05,12337.4,12343.25,2013JUNEBNF.txt
64077,BANKNIFTY,20130607,15:00,12244.8,12253.05,12244.8,12252.8,2013JUNEBNF.txt
64107,BANKNIFTY,20130607,15:30,12232.95,12234.5,12227.05,12227.05,2013JUNEBNF.txt
64108,BANKNIFTY,20130610,09:16,12293.4,12324.15,12293.4,12320.0,2013JUNEBNF.txt
64152,BANKNIFTY,20130610,10:00,12273.6,12273.6,12258.8,12258.9,2013JUNEBNF.txt
64212,BANKNIFTY,20130610,11:00,12156.8,12159.0,12155.65,12159.0,2013JUNEBNF.txt
64272,BANKNIFTY,20130610,12:00,12186.75,12191.15,12186.75,12189.75,2013JUNEBNF.txt
64332,BANKNIFTY,20130610,13:00,12134.55,12138.1,12133.65,12138.1,2013JUNEBNF.txt
64392,BANKNIFTY,20130610,14:00,12179.9,12181.65,12179.35,12181.65,2013JUNEBNF.txt
64452,BANKNIFTY,20130610,15:00,12039.7,12040.9,12029.3,12029.55,2013JUNEBNF.txt
64482,BANKNIFTY,20130610,15:30,12119.75,12124.2,12117.95,12117.95,2013JUNEBNF.txt
64483,BANKNIFTY,20130611,09:16,12026.2,12029.7,12012.65,12029.7,2013JUNEBNF.txt
64527,BANKNIFTY,20130611,10:00,11952.3,11953.3,11948.75,11953.25,2013JUNEBNF.txt
64587,BANKNIFTY,20130611,11:00,11932.6,11933.4,11930.5,11933.35,2013JUNEBNF.txt
64647,BANKNIFTY,20130611,12:00,11844.0,11854.6,11843.3,11851.75,2013JUNEBNF.txt
64707,BANKNIFTY,20130611,13:00,11855.9,11857.1,11849.05,11850.25,2013JUNEBNF.txt
64767,BANKNIFTY,20130611,14:00,11902.7,11903.05,11893.35,11894.75,2013JUNEBNF.txt
64827,BANKNIFTY,20130611,15:00,11876.1,11876.1,11868.7,11871.25,2013JUNEBNF.txt
64857,BANKNIFTY,20130611,15:30,11812.0,11813.1,11807.45,11810.05,2013JUNEBNF.txt
64858,BANKNIFTY,20130612,09:16,11790.05,11790.05,11778.0,11781.85,2013JUNEBNF.txt
64902,BANKNIFTY,20130612,10:00,11825.4,11829.7,11823.9,11829.7,2013JUNEBNF.txt
64962,BANKNIFTY,20130612,11:00,11833.9,11855.55,11828.2,11828.2,2013JUNEBNF.txt
65022,BANKNIFTY,20130612,12:00,11782.2,11782.2,11775.05,11776.85,2013JUNEBNF.txt
65082,BANKNIFTY,20130612,13:00,11859.95,11872.05,11859.95,11870.25,2013JUNEBNF.txt
65142,BANKNIFTY,20130612,14:00,11803.7,11807.2,11802.1,11804.4,2013JUNEBNF.txt
65202,BANKNIFTY,20130612,15:00,11822.05,11826.2,11822.05,11823.8,2013JUNEBNF.txt
65232,BANKNIFTY,20130612,15:30,11831.05,11831.05,11825.75,11830.0,2013JUNEBNF.txt
65233,BANKNIFTY,20130613,09:16,11697.05,11697.05,11656.9,11665.25,2013JUNEBNF.txt
65277,BANKNIFTY,20130613,10:00,11784.1,11784.1,11774.6,11774.6,2013JUNEBNF.txt
65337,BANKNIFTY,20130613,11:00,11704.45,11715.4,11704.25,11715.4,2013JUNEBNF.txt
65397,BANKNIFTY,20130613,12:00,11720.75,11726.6,11719.3,11726.6,2013JUNEBNF.txt
65457,BANKNIFTY,20130613,13:00,11737.65,11737.85,11709.25,11709.25,2013JUNEBNF.txt
65517,BANKNIFTY,20130613,14:00,11725.55,11725.85,11720.6,11721.4,2013JUNEBNF.txt
65577,BANKNIFTY,20130613,15:00,11717.25,11722.85,11717.25,11722.8,2013JUNEBNF.txt
65607,BANKNIFTY,20130613,15:30,11682.2,11684.95,11674.95,11678.9,2013JUNEBNF.txt
65608,BANKNIFTY,20130614,09:16,11814.6,11834.55,11814.6,11823.7,2013JUNEBNF.txt
65652,BANKNIFTY,20130614,10:00,11834.45,11835.65,11830.45,11835.65,2013JUNEBNF.txt
65712,BANKNIFTY,20130614,11:00,11845.25,11845.25,11843.4,11843.5,2013JUNEBNF.txt
65772,BANKNIFTY,20130614,12:00,11853.0,11854.15,11846.15,11854.15,2013JUNEBNF.txt
65832,BANKNIFTY,20130614,13:00,11890.3,11890.6,11887.55,11890.6,2013JUNEBNF.txt
65892,BANKNIFTY,20130614,14:00,11906.3,11906.3,11897.6,11897.6,2013JUNEBNF.txt
65952,BANKNIFTY,20130614,15:00,11936.6,11945.0,11936.6,11944.4,2013JUNEBNF.txt
65982,BANKNIFTY,20130614,15:30,11913.2,11913.2,11900.1,11900.1,2013JUNEBNF.txt
65983,BANKNIFTY,20130617,09:16,11926.4,11929.2,11907.25,11910.25,2013JUNEBNF.txt
66027,BANKNIFTY,20130617,10:00,11859.1,11859.1,11855.85,11855.85,2013JUNEBNF.txt
66087,BANKNIFTY,20130617,11:00,11827.75,11829.7,11824.4,11824.4,2013JUNEBNF.txt
66147,BANKNIFTY,20130617,12:00,11874.65,11876.75,11873.75,11876.75,2013JUNEBNF.txt
66207,BANKNIFTY,20130617,13:00,11899.6,11903.25,11899.6,11902.25,2013JUNEBNF.txt
66267,BANKNIFTY,20130617,14:00,11965.15,11965.15,11958.35,11958.35,2013JUNEBNF.txt
66327,BANKNIFTY,20130617,15:00,11945.5,11948.55,11941.15,11942.6,2013JUNEBNF.txt
66357,BANKNIFTY,20130617,15:30,11988.1,11992.95,11988.1,11991.2,2013JUNEBNF.txt
66358,BANKNIFTY,20130618,09:16,11939.65,11939.65,11920.55,11920.55,2013JUNEBNF.txt
66402,BANKNIFTY,20130618,10:00,11897.45,11901.35,11897.35,11898.65,2013JUNEBNF.txt
66462,BANKNIFTY,20130618,11:00,11916.9,11922.9,11916.9,11919.8,2013JUNEBNF.txt
66522,BANKNIFTY,20130618,12:00,11887.3,11889.65,11885.05,11889.65,2013JUNEBNF.txt
66582,BANKNIFTY,20130618,13:00,11856.35,11860.85,11854.65,11860.85,2013JUNEBNF.txt
66642,BANKNIFTY,20130618,14:00,11910.85,11914.85,11907.45,11911.15,2013JUNEBNF.txt
66702,BANKNIFTY,20130618,15:00,11867.9,11871.0,11866.55,11871.0,2013JUNEBNF.txt
66732,BANKNIFTY,20130618,15:30,11831.7,11834.9,11829.3,11834.8,2013JUNEBNF.txt
66733,BANKNIFTY,20130619,09:16,11796.45,11796.45,11775.15,11775.15,2013JUNEBNF.txt
66777,BANKNIFTY,20130619,10:00,11771.55,11771.75,11768.55,11771.3,2013JUNEBNF.txt
66837,BANKNIFTY,20130619,11:00,11770.2,11775.0,11769.75,11774.8,2013JUNEBNF.txt
66897,BANKNIFTY,20130619,12:00,11814.5,11816.1,11811.7,11816.1,2013JUNEBNF.txt
66957,BANKNIFTY,20130619,13:00,11795.65,11796.3,11783.1,11786.6,2013JUNEBNF.txt
67017,BANKNIFTY,20130619,14:00,11824.0,11824.95,11820.1,11820.1,2013JUNEBNF.txt
67077,BANKNIFTY,20130619,15:00,11835.75,11840.15,11832.55,11836.9,2013JUNEBNF.txt
67107,BANKNIFTY,20130619,15:30,11858.3,11859.7,11856.15,11859.7,2013JUNEBNF.txt
67108,BANKNIFTY,20130620,09:16,11650.3,11650.3,11553.45,11562.75,2013JUNEBNF.txt
67152,BANKNIFTY,20130620,10:00,11472.9,11472.95,11471.1,11472.95,2013JUNEBNF.txt
67212,BANKNIFTY,20130620,11:00,11481.25,11485.15,11481.25,11484.8,2013JUNEBNF.txt
67272,BANKNIFTY,20130620,12:00,11438.1,11440.1,11437.85,11439.95,2013JUNEBNF.txt
67332,BANKNIFTY,20130620,13:00,11468.15,11469.0,11459.25,11463.35,2013JUNEBNF.txt
67392,BANKNIFTY,20130620,14:00,11409.7,11413.2,11409.7,11413.15,2013JUNEBNF.txt
67452,BANKNIFTY,20130620,15:00,11396.15,11396.15,11379.95,11381.35,2013JUNEBNF.txt
67482,BANKNIFTY,20130620,15:30,11357.75,11358.4,11347.55,11347.55,2013JUNEBNF.txt
67483,BANKNIFTY,20130621,09:16,11327.45,11327.45,11302.8,11312.6,2013JUNEBNF.txt
67527,BANKNIFTY,20130621,10:00,11291.6,11292.35,11288.5,11292.05,2013JUNEBNF.txt
67587,BANKNIFTY,20130621,11:00,11358.75,11359.4,11357.15,11358.15,2013JUNEBNF.txt
67647,BANKNIFTY,20130621,12:00,11348.4,11353.6,11345.9,11353.6,2013JUNEBNF.txt
67707,BANKNIFTY,20130621,13:00,11398.45,11405.65,11398.45,11404.25,2013JUNEBNF.txt
67767,BANKNIFTY,20130621,14:00,11301.8,11301.8,11290.05,11290.05,2013JUNEBNF.txt
67827,BANKNIFTY,20130621,15:00,11256.95,11265.35,11255.4,11255.4,2013JUNEBNF.txt
67857,BANKNIFTY,20130621,15:30,11346.3,11346.3,11332.9,11338.9,2013JUNEBNF.txt
67858,BANKNIFTY,20130624,09:16,11262.0,11262.0,11228.7,11241.75,2013JUNEBNF.txt
67902,BANKNIFTY,20130624,10:00,11235.5,11238.5,11231.25,11231.25,2013JUNEBNF.txt
67962,BANKNIFTY,20130624,11:00,11255.3,11255.3,11251.15,11252.3,2013JUNEBNF.txt
68022,BANKNIFTY,20130624,12:00,11214.2,11214.35,11210.75,11210.75,2013JUNEBNF.txt
68082,BANKNIFTY,20130624,13:00,11221.5,11222.45,11220.65,11222.45,2013JUNEBNF.txt
68142,BANKNIFTY,20130624,14:00,11190.2,11190.35,11187.7,11187.7,2013JUNEBNF.txt
68202,BANKNIFTY,20130624,15:00,11153.55,11160.5,11153.05,11154.2,2013JUNEBNF.txt
68232,BANKNIFTY,20130624,15:30,11202.85,11202.85,11192.5,11193.8,2013JUNEBNF.txt
68233,BANKNIFTY,20130625,09:16,11202.6,11202.6,11140.25,11148.95,2013JUNEBNF.txt
68277,BANKNIFTY,20130625,10:00,11163.9,11174.55,11163.9,11174.3,2013JUNEBNF.txt
68337,BANKNIFTY,20130625,11:00,11115.75,11116.0,11111.1,11112.0,2013JUNEBNF.txt
68397,BANKNIFTY,20130625,12:00,11238.9,11240.25,11238.5,11239.0,2013JUNEBNF.txt
68457,BANKNIFTY,20130625,13:00,11289.55,11290.7,11287.35,11287.5,2013JUNEBNF.txt
68517,BANKNIFTY,20130625,14:00,11316.5,11316.5,11307.5,11308.15,2013JUNEBNF.txt
68577,BANKNIFTY,20130625,15:00,11231.6,11231.6,11220.1,11226.15,2013JUNEBNF.txt
68607,BANKNIFTY,20130625,15:30,11159.05,11164.0,11157.4,11159.85,2013JUNEBNF.txt
68608,BANKNIFTY,20130626,09:16,11216.15,11219.65,11210.7,11214.25,2013JUNEBNF.txt
68652,BANKNIFTY,20130626,10:00,11256.6,11256.75,11250.35,11250.35,2013JUNEBNF.txt
68712,BANKNIFTY,20130626,11:00,11180.65,11180.95,11158.25,11158.25,2013JUNEBNF.txt
68772,BANKNIFTY,20130626,12:00,11200.55,11208.2,11199.7,11207.35,2013JUNEBNF.txt
68832,BANKNIFTY,20130626,13:00,11210.05,11210.05,11205.6,11207.8,2013JUNEBNF.txt
68892,BANKNIFTY,20130626,14:00,11221.25,11225.75,11221.25,11222.3,2013JUNEBNF.txt
68952,BANKNIFTY,20130626,15:00,11140.75,11141.6,11135.9,11137.15,2013JUNEBNF.txt
68982,BANKNIFTY,20130626,15:30,11035.9,11041.9,11035.9,11036.75,2013JUNEBNF.txt
68983,BANKNIFTY,20130627,09:16,11219.05,11233.85,11219.05,11228.35,2013JUNEBNF.txt
69027,BANKNIFTY,20130627,10:00,11206.4,11207.7,11206.35,11207.35,2013JUNEBNF.txt
69087,BANKNIFTY,20130627,11:00,11195.75,11196.7,11193.05,11194.35,2013JUNEBNF.txt
69147,BANKNIFTY,20130627,12:00,11184.2,11188.15,11184.2,11188.15,2013JUNEBNF.txt
69207,BANKNIFTY,20130627,13:00,11206.9,11207.6,11206.1,11206.1,2013JUNEBNF.txt
69267,BANKNIFTY,20130627,14:00,11228.4,11228.45,11224.1,11224.1,2013JUNEBNF.txt
69327,BANKNIFTY,20130627,15:00,11225.95,11234.15,11218.35,11234.15,2013JUNEBNF.txt
69357,BANKNIFTY,20130627,15:30,11237.75,11245.0,11237.75,11244.85,2013JUNEBNF.txt
69358,BANKNIFTY,20130628,09:16,11376.15,11416.3,11376.15,11416.3,2013JUNEBNF.txt
69402,BANKNIFTY,20130628,10:00,11423.5,11425.5,11422.05,11425.5,2013JUNEBNF.txt
69462,BANKNIFTY,20130628,11:00,11437.5,11451.35,11437.5,11449.85,2013JUNEBNF.txt
69522,BANKNIFTY,20130628,12:00,11456.65,11459.75,11456.65,11457.85,2013JUNEBNF.txt
69582,BANKNIFTY,20130628,13:00,11524.4,11526.55,11522.45,11526.35,2013JUNEBNF.txt
69642,BANKNIFTY,20130628,14:00,11543.9,11548.25,11543.9,11546.95,2013JUNEBNF.txt
69702,BANKNIFTY,20130628,15:00,11571.1,11571.1,11560.45,11560.45,2013JUNEBNF.txt
69732,BANKNIFTY,20130628,15:30,11602.25,11609.8,11599.65,11599.65,2013JUNEBNF.txt
69733,BANKNIFTY,20130301,09:16,11544.7,11544.7,11521.8,11521.8,2013MARCHBNF.txt
69777,BANKNIFTY,20130301,10:00,11506.4,11509.8,11505.8,11509.8,2013MARCHBNF.txt
69837,BANKNIFTY,20130301,11:00,11536.9,11542.55,11536.8,11542.55,2013MARCHBNF.txt
69897,BANKNIFTY,20130301,12:00,11503.3,11503.5,11500.05,11503.5,2013MARCHBNF.txt
69957,BANKNIFTY,20130301,13:00,11521.9,11525.0,11511.65,11511.65,2013MARCHBNF.txt
70017,BANKNIFTY,20130301,14:00,11572.85,11576.65,11555.15,11555.15,2013MARCHBNF.txt
70077,BANKNIFTY,20130301,15:00,11560.9,11565.8,11560.9,11562.15,2013MARCHBNF.txt
70107,BANKNIFTY,20130301,15:30,11525.05,11534.8,11517.35,11529.95,2013MARCHBNF.txt
70108,BANKNIFTY,20130304,09:16,11517.45,11517.45,11495.0,11501.55,2013MARCHBNF.txt
70152,BANKNIFTY,20130304,10:00,11460.15,11463.85,11460.15,11463.3,2013MARCHBNF.txt
70212,BANKNIFTY,20130304,11:00,11537.35,11544.55,11537.35,11542.75,2013MARCHBNF.txt
70272,BANKNIFTY,20130304,12:00,11529.6,11529.95,11527.95,11529.6,2013MARCHBNF.txt
70332,BANKNIFTY,20130304,13:00,11537.25,11537.25,11535.5,11535.8,2013MARCHBNF.txt
70392,BANKNIFTY,20130304,14:00,11537.35,11539.35,11537.35,11538.75,2013MARCHBNF.txt
70452,BANKNIFTY,20130304,15:00,11598.8,11598.8,11583.95,11583.95,2013MARCHBNF.txt
70482,BANKNIFTY,20130304,15:30,11590.3,11595.3,11586.05,11586.05,2013MARCHBNF.txt
70483,BANKNIFTY,20130305,09:16,11644.85,11699.05,11644.85,11699.05,2013MARCHBNF.txt
70527,BANKNIFTY,20130305,10:00,11670.85,11673.8,11670.5,11673.8,2013MARCHBNF.txt
70587,BANKNIFTY,20130305,11:00,11626.95,11631.05,11625.6,11626.0,2013MARCHBNF.txt
70647,BANKNIFTY,20130305,12:00,11726.75,11728.9,11725.6,11725.6,2013MARCHBNF.txt
70707,BANKNIFTY,20130305,13:00,11731.95,11736.65,11731.3,11734.55,2013MARCHBNF.txt
70767,BANKNIFTY,20130305,14:00,11762.1,11767.2,11762.1,11763.45,2013MARCHBNF.txt
70827,BANKNIFTY,20130305,15:00,11782.25,11783.0,11780.45,11780.45,2013MARCHBNF.txt
70857,BANKNIFTY,20130305,15:30,11779.25,11780.25,11775.65,11778.65,2013MARCHBNF.txt
70858,BANKNIFTY,20130306,09:16,11878.55,11883.45,11858.6,11858.6,2013MARCHBNF.txt
70902,BANKNIFTY,20130306,10:00,11859.75,11859.75,11850.5,11850.5,2013MARCHBNF.txt
70962,BANKNIFTY,20130306,11:00,11869.3,11869.65,11866.15,11867.3,2013MARCHBNF.txt
71022,BANKNIFTY,20130306,12:00,11893.8,11895.05,11885.0,11885.0,2013MARCHBNF.txt
71082,BANKNIFTY,20130306,13:00,11865.95,11867.1,11864.95,11867.1,2013MARCHBNF.txt
71142,BANKNIFTY,20130306,14:00,11884.95,11888.15,11884.5,11884.7,2013MARCHBNF.txt
71202,BANKNIFTY,20130306,15:00,11866.5,11871.3,11866.2,11870.15,2013MARCHBNF.txt
71232,BANKNIFTY,20130306,15:30,11885.15,11886.35,11877.95,11883.65,2013MARCHBNF.txt
71233,BANKNIFTY,20130307,09:16,11836.5,11841.0,11831.4,11841.0,2013MARCHBNF.txt
71277,BANKNIFTY,20130307,10:00,11825.7,11826.65,11823.3,11823.3,2013MARCHBNF.txt
71337,BANKNIFTY,20130307,11:00,11842.15,11842.15,11838.95,11839.85,2013MARCHBNF.txt
71397,BANKNIFTY,20130307,12:00,11837.85,11840.35,11835.85,11840.35,2013MARCHBNF.txt
71457,BANKNIFTY,20130307,13:00,11832.95,11836.45,11832.95,11834.95,2013MARCHBNF.txt
71517,BANKNIFTY,20130307,14:00,11873.1,11873.9,11866.95,11873.9,2013MARCHBNF.txt
71577,BANKNIFTY,20130307,15:00,11948.25,11948.45,11939.5,11939.5,2013MARCHBNF.txt
71607,BANKNIFTY,20130307,15:30,11976.4,11984.7,11976.4,11978.95,2013MARCHBNF.txt
71608,BANKNIFTY,20130308,09:16,12018.5,12029.5,12016.05,12029.5,2013MARCHBNF.txt
71652,BANKNIFTY,20130308,10:00,12083.55,12086.95,12083.55,12086.25,2013MARCHBNF.txt
71712,BANKNIFTY,20130308,11:00,12099.95,12099.95,12094.7,12094.7,2013MARCHBNF.txt
71772,BANKNIFTY,20130308,12:00,12093.9,12093.95,12089.4,12089.4,2013MARCHBNF.txt
71832,BANKNIFTY,20130308,13:00,12061.45,12064.95,12061.45,12064.95,2013MARCHBNF.txt
71892,BANKNIFTY,20130308,14:00,12115.55,12119.4,12109.55,12119.4,2013MARCHBNF.txt
71952,BANKNIFTY,20130308,15:00,12206.35,12219.3,12206.35,12219.3,2013MARCHBNF.txt
71982,BANKNIFTY,20130308,15:30,12190.95,12193.3,12185.85,12186.45,2013MARCHBNF.txt
71983,BANKNIFTY,20130311,09:16,12225.25,12230.7,12224.15,12230.7,2013MARCHBNF.txt
72027,BANKNIFTY,20130311,10:00,12201.95,12203.0,12198.3,12199.35,2013MARCHBNF.txt
72087,BANKNIFTY,20130311,11:00,12163.6,12164.9,12159.1,12159.1,2013MARCHBNF.txt
72147,BANKNIFTY,20130311,12:00,12189.75,12192.75,12189.75,12192.75,2013MARCHBNF.txt
72207,BANKNIFTY,20130311,13:00,12179.25,12183.4,12179.25,12180.75,2013MARCHBNF.txt
72267,BANKNIFTY,20130311,14:00,12159.4,12161.55,12156.8,12157.0,2013MARCHBNF.txt
72327,BANKNIFTY,20130311,15:00,12195.6,12196.25,12194.05,12194.05,2013MARCHBNF.txt
72357,BANKNIFTY,20130311,15:30,12133.45,12138.75,12130.25,12136.45,2013MARCHBNF.txt
72358,BANKNIFTY,20130312,09:16,12168.45,12168.45,12117.45,12117.45,2013MARCHBNF.txt
72402,BANKNIFTY,20130312,10:00,12170.1,12170.95,12162.1,12166.6,2013MARCHBNF.txt
72462,BANKNIFTY,20130312,11:00,12146.7,12161.95,12144.9,12161.95,2013MARCHBNF.txt
72522,BANKNIFTY,20130312,12:00,12049.45,12054.3,12049.45,12053.25,2013MARCHBNF.txt
72582,BANKNIFTY,20130312,13:00,12026.15,12026.2,12005.95,12005.95,2013MARCHBNF.txt
72642,BANKNIFTY,20130312,14:00,12022.15,12026.35,12022.15,12025.7,2013MARCHBNF.txt
72702,BANKNIFTY,20130312,15:00,12072.4,12072.4,12064.4,12069.85,2013MARCHBNF.txt
72732,BANKNIFTY,20130312,15:30,12020.2,12029.3,12020.2,12025.75,2013MARCHBNF.txt
72733,BANKNIFTY,20130313,09:16,11985.4,11985.4,11976.95,11980.8,2013MARCHBNF.txt
72777,BANKNIFTY,20130313,10:00,11963.0,11974.7,11963.0,11974.7,2013MARCHBNF.txt
72837,BANKNIFTY,20130313,11:00,11941.15,11943.75,11941.1,11943.4,2013MARCHBNF.txt
72897,BANKNIFTY,20130313,12:00,11940.25,11945.95,11940.25,11945.95,2013MARCHBNF.txt
72957,BANKNIFTY,20130313,13:00,11896.25,11901.0,11896.25,11901.0,2013MARCHBNF.txt
73017,BANKNIFTY,20130313,14:00,11906.0,11909.65,11903.45,11909.65,2013MARCHBNF.txt
73077,BANKNIFTY,20130313,15:00,11820.4,11820.4,11811.85,11814.1,2013MARCHBNF.txt
73107,BANKNIFTY,20130313,15:30,11757.8,11759.3,11754.3,11754.3,2013MARCHBNF.txt
73108,BANKNIFTY,20130314,09:16,11773.05,11795.4,11767.3,11795.4,2013MARCHBNF.txt
73152,BANKNIFTY,20130314,10:00,11569.7,11569.7,11555.45,11566.25,2013MARCHBNF.txt
73212,BANKNIFTY,20130314,11:00,11717.55,11736.0,11717.55,11736.0,2013MARCHBNF.txt
73272,BANKNIFTY,20130314,12:00,11822.15,11839.55,11818.95,11839.55,2013MARCHBNF.txt
73332,BANKNIFTY,20130314,13:00,11996.1,11996.3,11983.3,11991.45,2013MARCHBNF.txt
73392,BANKNIFTY,20130314,14:00,12012.8,12017.55,12012.8,12017.55,2013MARCHBNF.txt
73452,BANKNIFTY,20130314,15:00,12041.4,12042.5,12039.6,12042.5,2013MARCHBNF.txt
73482,BANKNIFTY,20130314,15:30,12027.05,12029.0,12024.55,12024.85,2013MARCHBNF.txt
73483,BANKNIFTY,20130315,09:16,11994.05,11998.25,11975.8,11998.25,2013MARCHBNF.txt
73527,BANKNIFTY,20130315,10:00,12013.6,12022.3,12013.6,12022.3,2013MARCHBNF.txt
73587,BANKNIFTY,20130315,11:00,11906.25,11915.05,11902.95,11902.95,2013MARCHBNF.txt
73647,BANKNIFTY,20130315,12:00,11863.6,11863.6,11841.6,11841.6,2013MARCHBNF.txt
73707,BANKNIFTY,20130315,13:00,11800.85,11800.85,11788.65,11794.65,2013MARCHBNF.txt
73767,BANKNIFTY,20130315,14:00,11870.55,11871.9,11863.0,11865.05,2013MARCHBNF.txt
73827,BANKNIFTY,20130315,15:00,11794.65,11794.65,11788.6,11790.55,2013MARCHBNF.txt
73857,BANKNIFTY,20130315,15:30,11824.15,11830.7,11823.2,11830.1,2013MARCHBNF.txt
73858,BANKNIFTY,20130318,09:16,11670.85,11670.85,11649.05,11650.7,2013MARCHBNF.txt
73902,BANKNIFTY,20130318,10:00,11670.1,11673.55,11670.1,11672.65,2013MARCHBNF.txt
73962,BANKNIFTY,20130318,11:00,11657.0,11661.5,11656.85,11661.5,2013MARCHBNF.txt
74022,BANKNIFTY,20130318,12:00,11649.1,11651.8,11649.1,11651.8,2013MARCHBNF.txt
74082,BANKNIFTY,20130318,13:00,11721.5,11721.5,11717.75,11719.25,2013MARCHBNF.txt
74142,BANKNIFTY,20130318,14:00,11761.4,11761.4,11754.05,11754.8,2013MARCHBNF.txt
74202,BANKNIFTY,20130318,15:00,11780.2,11783.0,11779.25,11783.0,2013MARCHBNF.txt
74232,BANKNIFTY,20130318,15:30,11719.25,11722.4,11712.75,11722.4,2013MARCHBNF.txt
74233,BANKNIFTY,20130319,09:16,11812.7,11812.7,11791.15,11805.85,2013MARCHBNF.txt
74277,BANKNIFTY,20130319,10:00,11795.2,11801.1,11794.6,11800.9,2013MARCHBNF.txt
74337,BANKNIFTY,20130319,11:00,11719.5,11763.4,11715.6,11763.4,2013MARCHBNF.txt
